,0,1,2,3,4
226,2.0,5.0,5.0,4.0,2
227,2.0,5.0,5.0,5.0,2
228,3.0,1.0,1.0,1.0,1
229,3.0,1.0,1.0,2.0,1
230,3.0,1.0,1.0,3.0,0
231,3.0,1.0,1.0,4.0,2
232,3.0,1.0,1.0,5.0,2
233,3.0,1.0,2.0,1.0,1
234,3.0,1.0,2.0,2.0,2
235,3.0,1.0,2.0,3.0,2
236,3.0,1.0,2.0,4.0,2
237,3.0,1.0,2.0,5.0,2
238,3.0,1.0,3.0,2.0,2
239,3.0,1.0,3.0,3.0,2
240,3.0,1.0,3.0,4.0,2
241,3.0,1.0,4.0,1.0,2
242,3.0,1.0,4.0,2.0,2
243,3.0,1.0,4.0,3.0,2
244,3.0,1.0,4.0,5.0,2
245,3.0,1.0,5.0,1.0,2
246,3.0,1.0,5.0,2.0,2
247,3.0,1.0,5.0,3.0,2
248,3.0,1.0,5.0,4.0,2
249,3.0,1.0,5.0,5.0,2
250,3.0,2.0,1.0,1.0,1
251,3.0,2.0,1.0,2.0,1
252,3.0,2.0,1.0,3.0,1
253,3.0,2.0,1.0,4.0,1
254,3.0,2.0,1.0,5.0,1
255,3.0,2.0,2.0,1.0,1
256,3.0,2.0,2.0,2.0,1
257,3.0,2.0,2.0,3.0,0
258,3.0,2.0,2.0,4.0,2
259,3.0,2.0,2.0,5.0,2
260,3.0,2.0,3.0,2.0,0
261,3.0,2.0,3.0,3.0,2
262,3.0,2.0,3.0,5.0,2
263,3.0,2.0,4.0,2.0,2
264,3.0,2.0,4.0,3.0,2
265,3.0,2.0,4.0,4.0,2
266,3.0,2.0,5.0,1.0,1
267,3.0,2.0,5.0,2.0,2
268,3.0,2.0,5.0,3.0,2
269,3.0,2.0,5.0,4.0,2
270,3.0,2.0,5.0,5.0,2
271,3.0,3.0,1.0,1.0,1
272,3.0,3.0,1.0,4.0,1
273,3.0,3.0,2.0,1.0,1
274,3.0,3.0,2.0,2.0,1
275,3.0,3.0,2.0,5.0,2
276,3.0,3.0,3.0,1.0,1
277,3.0,3.0,3.0,2.0,1
278,3.0,3.0,3.0,3.0,0
279,3.0,3.0,3.0,4.0,2
280,3.0,3.0,3.0,5.0,2
281,3.0,3.0,4.0,1.0,1
282,3.0,3.0,4.0,3.0,2
283,3.0,3.0,4.0,4.0,2
284,3.0,3.0,4.0,5.0,2
285,3.0,3.0,5.0,1.0,1
286,3.0,3.0,5.0,2.0,2
287,3.0,3.0,5.0,3.0,2
288,3.0,3.0,5.0,5.0,2
289,3.0,4.0,1.0,1.0,1
290,3.0,4.0,1.0,2.0,1
291,3.0,4.0,1.0,3.0,1
292,3.0,4.0,1.0,4.0,1
293,3.0,4.0,1.0,5.0,1
294,3.0,4.0,2.0,1.0,1
295,3.0,4.0,2.0,2.0,1
296,3.0,4.0,2.0,3.0,1
297,3.0,4.0,2.0,4.0,1
298,3.0,4.0,2.0,5.0,1
299,3.0,4.0,3.0,1.0,1
300,3.0,4.0,3.0,3.0,1
301,3.0,4.0,3.0,4.0,0
302,3.0,4.0,3.0,5.0,2
303,3.0,4.0,4.0,1.0,1
304,3.0,4.0,4.0,2.0,1
305,3.0,4.0,4.0,3.0,0
306,3.0,4.0,4.0,4.0,2
307,3.0,4.0,4.0,5.0,2
308,3.0,4.0,5.0,1.0,1
309,3.0,4.0,5.0,2.0,1
310,3.0,4.0,5.0,3.0,2
311,3.0,4.0,5.0,4.0,2
312,3.0,4.0,5.0,5.0,2
313,3.0,5.0,1.0,1.0,1
314,3.0,5.0,1.0,2.0,1
315,3.0,5.0,1.0,3.0,1
316,3.0,5.0,1.0,4.0,1
317,3.0,5.0,1.0,5.0,1
318,3.0,5.0,2.0,1.0,1
319,3.0,5.0,2.0,2.0,1
320,3.0,5.0,2.0,3.0,1
321,3.0,5.0,2.0,4.0,1
322,3.0,5.0,2.0,5.0,1
323,3.0,5.0,3.0,1.0,1
324,3.0,5.0,3.0,2.0,1
325,3.0,5.0,3.0,3.0,1
326,3.0,5.0,3.0,4.0,1
327,3.0,5.0,3.0,5.0,0
328,3.0,5.0,4.0,1.0,1
329,3.0,5.0,4.0,2.0,1
330,3.0,5.0,4.0,3.0,1
331,3.0,5.0,4.0,4.0,2
332,3.0,5.0,4.0,5.0,2
333,3.0,5.0,5.0,1.0,1
334,3.0,5.0,5.0,2.0,1
335,3.0,5.0,5.0,4.0,2
336,3.0,5.0,5.0,5.0,2
337,4.0,1.0,1.0,1.0,1
338,4.0,1.0,1.0,2.0,1
339,4.0,1.0,1.0,3.0,1
340,4.0,1.0,1.0,4.0,0
341,4.0,1.0,1.0,5.0,2
342,4.0,1.0,2.0,2.0,0
343,4.0,1.0,2.0,4.0,2
344,4.0,1.0,2.0,5.0,2
345,4.0,1.0,3.0,1.0,1
346,4.0,1.0,3.0,2.0,2
347,4.0,1.0,3.0,3.0,2
348,4.0,1.0,4.0,1.0,0
349,4.0,1.0,4.0,2.0,2
350,4.0,1.0,4.0,3.0,2
351,4.0,1.0,4.0,4.0,2
352,4.0,1.0,4.0,5.0,2
353,4.0,1.0,5.0,2.0,2
354,4.0,1.0,5.0,3.0,2
355,4.0,1.0,5.0,4.0,2
356,4.0,1.0,5.0,5.0,2
357,4.0,2.0,1.0,1.0,1
358,4.0,2.0,1.0,2.0,1
359,4.0,2.0,1.0,3.0,1
360,4.0,2.0,1.0,4.0,1
361,4.0,2.0,1.0,5.0,1
362,4.0,2.0,2.0,1.0,1
363,4.0,2.0,2.0,2.0,1
364,4.0,2.0,2.0,3.0,1
365,4.0,2.0,2.0,4.0,0
366,4.0,2.0,2.0,5.0,2
367,4.0,2.0,3.0,1.0,1
368,4.0,2.0,3.0,2.0,1
369,4.0,2.0,3.0,3.0,2
370,4.0,2.0,3.0,4.0,2
371,4.0,2.0,3.0,5.0,2
372,4.0,2.0,4.0,1.0,1
373,4.0,2.0,4.0,2.0,0
374,4.0,2.0,4.0,4.0,2
375,4.0,2.0,4.0,5.0,2
376,4.0,2.0,5.0,1.0,1
377,4.0,2.0,5.0,2.0,2
378,4.0,2.0,5.0,3.0,2
379,4.0,2.0,5.0,4.0,2
380,4.0,2.0,5.0,5.0,2
381,4.0,3.0,1.0,1.0,1
382,4.0,3.0,1.0,2.0,1
383,4.0,3.0,1.0,3.0,1
384,4.0,3.0,1.0,4.0,1
385,4.0,3.0,1.0,5.0,1
386,4.0,3.0,2.0,3.0,1
387,4.0,3.0,2.0,4.0,1
388,4.0,3.0,2.0,5.0,1
389,4.0,3.0,3.0,2.0,1
390,4.0,3.0,3.0,3.0,1
391,4.0,3.0,3.0,4.0,0
392,4.0,3.0,3.0,5.0,2
393,4.0,3.0,4.0,1.0,1
394,4.0,3.0,4.0,2.0,1
395,4.0,3.0,4.0,3.0,0
396,4.0,3.0,4.0,4.0,2
397,4.0,3.0,4.0,5.0,2
398,4.0,3.0,5.0,1.0,1
399,4.0,3.0,5.0,2.0,1
400,4.0,3.0,5.0,3.0,2
401,4.0,3.0,5.0,4.0,2
402,4.0,3.0,5.0,5.0,2
403,4.0,4.0,1.0,1.0,1
404,4.0,4.0,1.0,2.0,1
405,4.0,4.0,1.0,3.0,1
406,4.0,4.0,1.0,4.0,1
407,4.0,4.0,1.0,5.0,1
408,4.0,4.0,2.0,1.0,1
409,4.0,4.0,2.0,2.0,1
410,4.0,4.0,2.0,3.0,1
411,4.0,4.0,2.0,4.0,1
412,4.0,4.0,2.0,5.0,1
413,4.0,4.0,3.0,1.0,1
414,4.0,4.0,3.0,3.0,1
415,4.0,4.0,3.0,4.0,1
416,4.0,4.0,3.0,5.0,1
417,4.0,4.0,4.0,1.0,1
418,4.0,4.0,4.0,2.0,1
419,4.0,4.0,4.0,3.0,1
420,4.0,4.0,4.0,5.0,2
421,4.0,4.0,5.0,1.0,1
422,4.0,4.0,5.0,2.0,1
423,4.0,4.0,5.0,3.0,1
424,4.0,4.0,5.0,4.0,2
425,4.0,5.0,1.0,1.0,1
426,4.0,5.0,1.0,2.0,1
427,4.0,5.0,1.0,3.0,1
428,4.0,5.0,1.0,4.0,1
429,4.0,5.0,1.0,5.0,1
430,4.0,5.0,2.0,1.0,1
431,4.0,5.0,2.0,2.0,1
432,4.0,5.0,2.0,3.0,1
433,4.0,5.0,2.0,4.0,1
434,4.0,5.0,2.0,5.0,1
435,4.0,5.0,3.0,1.0,1
436,4.0,5.0,3.0,2.0,1
437,4.0,5.0,3.0,4.0,1
438,4.0,5.0,3.0,5.0,1
439,4.0,5.0,4.0,1.0,1
440,4.0,5.0,4.0,2.0,1
441,4.0,5.0,4.0,3.0,1
442,4.0,5.0,4.0,4.0,1
443,4.0,5.0,5.0,1.0,1
444,4.0,5.0,5.0,3.0,1
445,4.0,5.0,5.0,4.0,0
446,4.0,5.0,5.0,5.0,2
447,5.0,1.0,1.0,1.0,1
448,5.0,1.0,1.0,2.0,1
449,5.0,1.0,1.0,3.0,1
450,5.0,1.0,1.0,4.0,1
451,5.0,1.0,1.0,5.0,0
452,5.0,1.0,2.0,1.0,1
453,5.0,1.0,2.0,2.0,1
454,5.0,1.0,2.0,3.0,2
455,5.0,1.0,2.0,4.0,2
456,5.0,1.0,2.0,5.0,2
457,5.0,1.0,3.0,1.0,1
458,5.0,1.0,3.0,2.0,2
459,5.0,1.0,3.0,3.0,2
460,5.0,1.0,3.0,4.0,2
461,5.0,1.0,3.0,5.0,2
462,5.0,1.0,4.0,1.0,1
463,5.0,1.0,4.0,2.0,2
464,5.0,1.0,4.0,3.0,2
465,5.0,1.0,4.0,4.0,2
466,5.0,1.0,4.0,5.0,2
467,5.0,1.0,5.0,1.0,0
468,5.0,1.0,5.0,2.0,2
469,5.0,1.0,5.0,3.0,2
470,5.0,1.0,5.0,4.0,2
471,5.0,1.0,5.0,5.0,2
472,5.0,2.0,1.0,1.0,1
473,5.0,2.0,1.0,2.0,1
474,5.0,2.0,1.0,3.0,1
475,5.0,2.0,1.0,4.0,1
476,5.0,2.0,1.0,5.0,1
477,5.0,2.0,2.0,2.0,1
478,5.0,2.0,2.0,3.0,1
479,5.0,2.0,2.0,4.0,1
480,5.0,2.0,2.0,5.0,0
481,5.0,2.0,3.0,1.0,1
482,5.0,2.0,3.0,2.0,1
483,5.0,2.0,3.0,3.0,1
484,5.0,2.0,3.0,4.0,2
485,5.0,2.0,3.0,5.0,2
486,5.0,2.0,4.0,1.0,1
487,5.0,2.0,4.0,2.0,1
488,5.0,2.0,4.0,3.0,2
489,5.0,2.0,4.0,4.0,2
490,5.0,2.0,4.0,5.0,2
491,5.0,2.0,5.0,1.0,1
492,5.0,2.0,5.0,2.0,0
493,5.0,2.0,5.0,3.0,2
494,5.0,2.0,5.0,4.0,2
495,5.0,2.0,5.0,5.0,2
496,5.0,3.0,1.0,1.0,1
497,5.0,3.0,1.0,2.0,1
498,5.0,3.0,1.0,3.0,1
499,5.0,3.0,1.0,4.0,1
500,5.0,3.0,1.0,5.0,1
501,5.0,3.0,2.0,1.0,1
502,5.0,3.0,2.0,2.0,1
503,5.0,3.0,2.0,3.0,1
504,5.0,3.0,2.0,4.0,1
505,5.0,3.0,2.0,5.0,1
506,5.0,3.0,3.0,1.0,1
507,5.0,3.0,3.0,3.0,1
508,5.0,3.0,3.0,5.0,0
509,5.0,3.0,4.0,2.0,1
510,5.0,3.0,4.0,3.0,1
511,5.0,3.0,4.0,4.0,2
512,5.0,3.0,4.0,5.0,2
513,5.0,3.0,5.0,2.0,1
514,5.0,3.0,5.0,3.0,0
515,5.0,3.0,5.0,4.0,2
516,5.0,3.0,5.0,5.0,2
517,5.0,4.0,1.0,1.0,1
518,5.0,4.0,1.0,2.0,1
519,5.0,4.0,1.0,3.0,1
520,5.0,4.0,1.0,4.0,1
521,5.0,4.0,1.0,5.0,1
522,5.0,4.0,2.0,1.0,1
523,5.0,4.0,2.0,2.0,1
524,5.0,4.0,2.0,3.0,1
525,5.0,4.0,2.0,5.0,1
526,5.0,4.0,3.0,2.0,1
527,5.0,4.0,3.0,3.0,1
528,5.0,4.0,3.0,5.0,1
529,5.0,4.0,4.0,1.0,1
530,5.0,4.0,4.0,2.0,1
531,5.0,4.0,4.0,3.0,1
532,5.0,4.0,4.0,4.0,1
533,5.0,4.0,4.0,5.0,0
534,5.0,4.0,5.0,1.0,1
535,5.0,4.0,5.0,2.0,1
536,5.0,4.0,5.0,3.0,1
537,5.0,4.0,5.0,4.0,0
538,5.0,4.0,5.0,5.0,2
539,5.0,5.0,1.0,1.0,1
540,5.0,5.0,1.0,2.0,1
541,5.0,5.0,1.0,3.0,1
542,5.0,5.0,1.0,4.0,1
543,5.0,5.0,1.0,5.0,1
544,5.0,5.0,2.0,1.0,1
545,5.0,5.0,2.0,2.0,1
546,5.0,5.0,2.0,3.0,1
547,5.0,5.0,2.0,4.0,1
548,5.0,5.0,2.0,5.0,1
549,5.0,5.0,3.0,1.0,1
550,5.0,5.0,3.0,2.0,1
551,5.0,5.0,3.0,3.0,1
552,5.0,5.0,3.0,5.0,1
553,5.0,5.0,4.0,1.0,1
554,5.0,5.0,4.0,2.0,1
555,5.0,5.0,4.0,3.0,1
556,5.0,5.0,4.0,4.0,1
557,5.0,5.0,4.0,5.0,1
558,5.0,5.0,5.0,1.0,1
559,5.0,5.0,5.0,2.0,1
560,5.0,5.0,5.0,4.0,1
561,5.0,5.0,5.0,5.0,0
562,1.0,1.0,3.0,2.0,2
563,1.0,3.0,3.0,3.0,2
564,1.0,3.0,4.0,4.0,2
565,1.0,4.0,2.0,1.0,1
566,1.0,4.0,5.0,1.0,2
567,1.0,4.0,5.0,3.0,2
568,1.0,5.0,2.0,3.0,2
569,1.0,5.0,4.0,3.0,2
570,1.0,5.0,5.0,2.0,2
571,1.0,5.0,5.0,5.0,2
572,2.0,1.0,1.0,3.0,2
573,2.0,1.0,3.0,3.0,2
574,2.0,1.0,4.0,2.0,2
575,2.0,2.0,4.0,2.0,2
576,2.0,3.0,2.0,1.0,1
577,2.0,3.0,2.0,3.0,0
578,2.0,4.0,2.0,2.0,1
579,2.0,4.0,4.0,3.0,2
580,2.0,4.0,5.0,2.0,2
581,2.0,5.0,3.0,4.0,2
582,2.0,5.0,3.0,5.0,2
583,2.0,5.0,4.0,4.0,2
584,3.0,1.0,3.0,1.0,0
585,3.0,1.0,3.0,5.0,2
586,3.0,1.0,4.0,4.0,2
587,3.0,2.0,3.0,1.0,1
588,3.0,2.0,3.0,4.0,2
589,3.0,2.0,4.0,1.0,1
590,3.0,2.0,4.0,5.0,2
591,3.0,3.0,1.0,2.0,1
592,3.0,3.0,1.0,3.0,1
593,3.0,3.0,1.0,5.0,1
594,3.0,3.0,2.0,3.0,1
595,3.0,3.0,2.0,4.0,1
596,3.0,3.0,4.0,2.0,1
597,3.0,3.0,5.0,4.0,2
598,3.0,4.0,3.0,2.0,1
599,3.0,5.0,5.0,3.0,0
600,4.0,1.0,2.0,1.0,1
601,4.0,1.0,2.0,3.0,2
602,4.0,1.0,3.0,4.0,2
603,4.0,1.0,3.0,5.0,2
604,4.0,1.0,5.0,1.0,2
605,4.0,2.0,4.0,3.0,2
606,4.0,3.0,2.0,1.0,1
607,4.0,3.0,2.0,2.0,1
608,4.0,3.0,3.0,1.0,1
609,4.0,4.0,3.0,2.0,1
610,4.0,4.0,4.0,4.0,0
611,4.0,4.0,5.0,5.0,2
612,4.0,5.0,3.0,3.0,1
613,4.0,5.0,4.0,5.0,0
614,4.0,5.0,5.0,2.0,1
615,5.0,2.0,2.0,1.0,1
616,5.0,3.0,3.0,2.0,1
617,5.0,3.0,3.0,4.0,1
618,5.0,3.0,4.0,1.0,1
619,5.0,3.0,5.0,1.0,1
620,5.0,4.0,2.0,4.0,1
621,5.0,4.0,3.0,1.0,1
622,5.0,4.0,3.0,4.0,1
623,5.0,5.0,3.0,4.0,1
624,5.0,5.0,5.0,3.0,1
