,0,1,2,3,4,5,6
59,85.0,51.0,26.0,24.0,23.0,1.0,2
60,103.0,75.0,19.0,30.0,13.0,1.0,2
61,90.0,63.0,16.0,21.0,14.0,1.0,2
62,90.0,63.0,29.0,23.0,57.0,2.0,1
63,90.0,67.0,35.0,19.0,35.0,2.0,1
64,87.0,66.0,27.0,22.0,9.0,2.0,1
65,90.0,73.0,34.0,21.0,22.0,2.0,1
66,86.0,54.0,20.0,21.0,16.0,2.0,1
67,90.0,80.0,19.0,14.0,42.0,2.0,1
68,87.0,90.0,43.0,28.0,156.0,2.0,2
69,96.0,72.0,28.0,19.0,30.0,2.0,2
70,91.0,55.0,9.0,25.0,16.0,2.0,2
71,95.0,78.0,27.0,25.0,30.0,2.0,2
72,92.0,101.0,34.0,30.0,64.0,2.0,2
73,89.0,51.0,41.0,22.0,48.0,2.0,2
74,91.0,99.0,42.0,33.0,16.0,2.0,2
75,94.0,58.0,21.0,18.0,26.0,2.0,2
76,94.0,58.0,21.0,18.0,26.0,2.0,2
77,88.0,47.0,33.0,26.0,29.0,2.0,2
78,92.0,65.0,17.0,25.0,9.0,2.0,2
79,92.0,79.0,22.0,20.0,11.0,3.0,1
80,88.0,68.0,27.0,21.0,26.0,3.0,1
81,86.0,48.0,20.0,20.0,6.0,3.0,1
82,88.0,66.0,23.0,12.0,15.0,3.0,1
83,89.0,62.0,42.0,30.0,20.0,3.0,1
84,90.0,51.0,23.0,17.0,27.0,3.0,1
85,81.0,61.0,32.0,37.0,53.0,3.0,2
86,89.0,89.0,23.0,18.0,104.0,3.0,2
87,89.0,65.0,26.0,18.0,36.0,3.0,2
88,85.0,59.0,25.0,20.0,25.0,3.0,2
89,92.0,61.0,18.0,13.0,81.0,3.0,2
90,89.0,63.0,22.0,27.0,10.0,4.0,1
91,90.0,84.0,18.0,23.0,13.0,4.0,1
92,88.0,95.0,25.0,19.0,14.0,4.0,1
93,89.0,35.0,27.0,29.0,17.0,4.0,1
94,91.0,80.0,37.0,23.0,27.0,4.0,1
95,91.0,109.0,33.0,15.0,18.0,4.0,1
96,91.0,65.0,17.0,5.0,7.0,4.0,1
97,88.0,107.0,29.0,20.0,50.0,4.0,2
98,87.0,76.0,22.0,55.0,9.0,4.0,2
99,87.0,86.0,28.0,23.0,21.0,4.0,2
100,87.0,42.0,26.0,23.0,17.0,4.0,2
101,88.0,80.0,24.0,25.0,17.0,4.0,2
102,86.0,67.0,11.0,15.0,8.0,4.0,2
103,92.0,40.0,19.0,20.0,21.0,4.0,2
104,85.0,60.0,17.0,21.0,14.0,4.0,2
105,91.0,57.0,15.0,16.0,16.0,4.0,2
106,96.0,55.0,48.0,39.0,42.0,4.0,2
107,79.0,101.0,17.0,27.0,23.0,4.0,2
108,90.0,134.0,14.0,20.0,14.0,4.0,2
109,89.0,76.0,14.0,21.0,24.0,4.0,2
110,88.0,93.0,29.0,27.0,31.0,4.0,2
111,92.0,73.0,24.0,21.0,48.0,4.0,2
112,91.0,55.0,28.0,28.0,82.0,4.0,2
113,83.0,45.0,19.0,21.0,13.0,4.0,2
114,90.0,74.0,19.0,14.0,22.0,4.0,2
115,92.0,66.0,21.0,16.0,33.0,5.0,1
116,93.0,63.0,26.0,18.0,18.0,5.0,1
117,86.0,78.0,47.0,39.0,107.0,5.0,2
118,97.0,44.0,113.0,45.0,150.0,5.0,2
119,87.0,59.0,15.0,19.0,12.0,5.0,2
120,86.0,44.0,21.0,11.0,15.0,5.0,2
121,87.0,64.0,16.0,20.0,24.0,5.0,2
122,92.0,57.0,21.0,23.0,22.0,5.0,2
123,90.0,70.0,25.0,23.0,112.0,5.0,2
124,99.0,59.0,17.0,19.0,11.0,5.0,2
125,92.0,80.0,10.0,26.0,20.0,6.0,1
126,95.0,60.0,26.0,22.0,28.0,6.0,1
127,91.0,63.0,25.0,26.0,15.0,6.0,1
128,92.0,62.0,37.0,21.0,36.0,6.0,1
129,95.0,50.0,13.0,14.0,15.0,6.0,1
130,90.0,76.0,37.0,19.0,50.0,6.0,1
131,96.0,70.0,70.0,26.0,36.0,6.0,1
132,95.0,62.0,64.0,42.0,76.0,6.0,1
133,82.0,56.0,67.0,38.0,92.0,6.0,2
134,92.0,82.0,27.0,24.0,37.0,6.0,2
135,88.0,37.0,9.0,15.0,16.0,6.0,2
136,100.0,60.0,29.0,23.0,76.0,6.0,2
137,98.0,43.0,35.0,23.0,69.0,6.0,2
138,93.0,99.0,36.0,34.0,48.0,6.0,2
139,97.0,93.0,21.0,20.0,68.0,6.0,2
140,93.0,50.0,18.0,25.0,17.0,6.0,2
141,90.0,57.0,20.0,26.0,33.0,6.0,2
142,92.0,76.0,31.0,28.0,41.0,6.0,2
143,88.0,55.0,19.0,17.0,14.0,6.0,2
144,89.0,63.0,24.0,29.0,29.0,6.0,2
145,92.0,79.0,70.0,32.0,84.0,7.0,1
146,92.0,93.0,58.0,35.0,120.0,7.0,1
147,93.0,84.0,58.0,47.0,62.0,7.0,2
148,97.0,71.0,29.0,22.0,52.0,8.0,1
149,84.0,99.0,33.0,19.0,26.0,8.0,1
150,96.0,44.0,42.0,23.0,73.0,8.0,1
151,90.0,62.0,22.0,21.0,21.0,8.0,1
152,92.0,94.0,18.0,17.0,6.0,8.0,1
153,90.0,67.0,77.0,39.0,114.0,8.0,1
154,97.0,71.0,29.0,22.0,52.0,8.0,1
155,91.0,69.0,25.0,25.0,66.0,8.0,2
156,93.0,59.0,17.0,20.0,14.0,8.0,2
157,92.0,95.0,85.0,48.0,200.0,8.0,2
158,90.0,50.0,26.0,22.0,53.0,8.0,2
159,91.0,62.0,59.0,47.0,60.0,8.0,2
160,92.0,93.0,22.0,28.0,123.0,9.0,1
161,92.0,77.0,86.0,41.0,31.0,10.0,1
162,86.0,66.0,22.0,24.0,26.0,10.0,2
163,98.0,57.0,31.0,34.0,73.0,10.0,2
164,95.0,80.0,50.0,64.0,55.0,10.0,2
165,92.0,108.0,53.0,33.0,94.0,12.0,2
166,97.0,92.0,22.0,28.0,49.0,12.0,2
167,94.0,83.0,81.0,34.0,201.0,20.0,1
168,87.0,75.0,25.0,21.0,14.0,0.0,1
169,88.0,56.0,23.0,18.0,12.0,0.0,1
170,84.0,97.0,41.0,20.0,32.0,0.0,2
171,94.0,91.0,27.0,20.0,15.0,0.5,1
172,92.0,85.0,25.0,20.0,12.0,0.5,1
173,82.0,48.0,27.0,15.0,12.0,0.5,1
174,88.0,74.0,31.0,25.0,15.0,0.5,1
175,95.0,77.0,30.0,14.0,21.0,0.5,1
176,88.0,94.0,26.0,18.0,8.0,0.5,1
177,91.0,70.0,19.0,19.0,22.0,0.5,1
178,83.0,54.0,27.0,15.0,12.0,0.5,1
179,91.0,105.0,40.0,26.0,56.0,0.5,1
180,86.0,79.0,37.0,28.0,14.0,0.5,1
181,91.0,96.0,35.0,22.0,135.0,0.5,1
182,89.0,82.0,23.0,14.0,35.0,0.5,1
183,90.0,73.0,24.0,23.0,11.0,0.5,1
184,89.0,82.0,33.0,32.0,18.0,0.5,1
185,85.0,79.0,17.0,8.0,9.0,0.5,1
186,85.0,119.0,30.0,26.0,17.0,0.5,1
187,78.0,69.0,24.0,18.0,31.0,0.5,1
188,88.0,107.0,34.0,21.0,27.0,0.5,1
189,89.0,115.0,17.0,27.0,7.0,0.5,1
190,92.0,67.0,23.0,15.0,12.0,0.5,1
191,91.0,84.0,11.0,12.0,10.0,0.5,1
192,94.0,101.0,41.0,20.0,53.0,0.5,2
193,88.0,46.0,29.0,22.0,18.0,0.5,2
194,88.0,122.0,35.0,29.0,42.0,0.5,2
195,84.0,88.0,28.0,25.0,35.0,0.5,2
196,90.0,79.0,18.0,15.0,24.0,0.5,2
197,87.0,69.0,22.0,26.0,11.0,0.5,2
198,65.0,63.0,19.0,20.0,14.0,0.5,2
199,90.0,64.0,12.0,17.0,14.0,0.5,2
200,85.0,58.0,18.0,24.0,16.0,0.5,2
201,86.0,78.0,52.0,29.0,62.0,0.5,2
202,82.0,74.0,38.0,28.0,48.0,0.5,2
203,86.0,58.0,36.0,27.0,59.0,0.5,2
204,94.0,56.0,30.0,18.0,27.0,0.5,2
205,87.0,57.0,30.0,30.0,22.0,0.5,2
206,98.0,74.0,148.0,75.0,159.0,0.5,2
207,94.0,75.0,20.0,25.0,38.0,0.5,2
208,93.0,56.0,25.0,21.0,33.0,0.5,2
209,101.0,65.0,18.0,21.0,22.0,0.5,2
210,92.0,65.0,25.0,20.0,31.0,0.5,2
211,92.0,58.0,14.0,16.0,13.0,0.5,2
212,86.0,58.0,16.0,23.0,23.0,0.5,2
213,85.0,62.0,15.0,13.0,22.0,0.5,2
214,86.0,57.0,13.0,20.0,13.0,0.5,2
215,86.0,54.0,26.0,30.0,13.0,0.5,2
216,81.0,41.0,33.0,27.0,34.0,1.0,1
217,91.0,67.0,32.0,26.0,13.0,1.0,1
218,91.0,80.0,21.0,19.0,14.0,1.0,1
219,92.0,60.0,23.0,15.0,19.0,1.0,1
220,91.0,60.0,32.0,14.0,8.0,1.0,1
221,93.0,65.0,28.0,22.0,10.0,1.0,1
222,90.0,63.0,45.0,24.0,85.0,1.0,2
223,87.0,92.0,21.0,22.0,37.0,1.0,2
224,95.0,62.0,24.0,23.0,14.0,1.0,2
225,93.0,59.0,41.0,30.0,48.0,1.0,2
226,84.0,82.0,43.0,32.0,38.0,2.0,1
227,87.0,71.0,33.0,20.0,22.0,2.0,1
228,86.0,66.0,28.0,24.0,21.0,2.0,1
229,88.0,58.0,31.0,17.0,17.0,2.0,1
230,90.0,61.0,28.0,29.0,31.0,2.0,1
231,88.0,69.0,70.0,24.0,64.0,2.0,1
232,93.0,87.0,18.0,17.0,26.0,2.0,1
233,98.0,58.0,33.0,21.0,28.0,2.0,1
234,91.0,44.0,18.0,18.0,23.0,2.0,2
235,87.0,75.0,37.0,19.0,70.0,2.0,2
236,94.0,91.0,30.0,26.0,25.0,2.0,2
237,88.0,85.0,14.0,15.0,10.0,2.0,2
238,89.0,109.0,26.0,25.0,27.0,2.0,2
239,87.0,59.0,37.0,27.0,34.0,2.0,2
240,93.0,58.0,20.0,23.0,18.0,2.0,2
241,88.0,57.0,9.0,15.0,16.0,2.0,2
242,94.0,65.0,38.0,27.0,17.0,3.0,1
243,91.0,71.0,12.0,22.0,11.0,3.0,1
244,90.0,55.0,20.0,20.0,16.0,3.0,1
245,91.0,64.0,21.0,17.0,26.0,3.0,2
246,88.0,47.0,35.0,26.0,33.0,3.0,2
247,85.0,58.0,83.0,49.0,51.0,3.0,2
248,98.0,50.0,27.0,25.0,53.0,4.0,2
249,86.0,62.0,29.0,21.0,26.0,4.0,2
250,82.0,68.0,20.0,22.0,9.0,4.0,2
251,83.0,70.0,17.0,19.0,23.0,4.0,2
252,96.0,70.0,21.0,26.0,21.0,4.0,2
253,94.0,117.0,77.0,56.0,52.0,4.0,2
254,93.0,45.0,11.0,14.0,21.0,4.0,2
255,93.0,49.0,27.0,21.0,29.0,4.0,2
256,84.0,73.0,46.0,32.0,39.0,4.0,2
257,91.0,63.0,17.0,17.0,46.0,4.0,2
258,90.0,57.0,31.0,18.0,37.0,4.0,2
259,87.0,45.0,19.0,13.0,16.0,4.0,2
260,91.0,68.0,14.0,20.0,19.0,4.0,2
261,86.0,55.0,29.0,35.0,108.0,4.0,2
262,91.0,86.0,52.0,47.0,52.0,4.0,2
263,88.0,46.0,15.0,33.0,55.0,4.0,2
264,89.0,72.0,33.0,27.0,55.0,4.0,2
265,95.0,59.0,23.0,18.0,19.0,4.0,2
266,94.0,43.0,154.0,82.0,121.0,4.0,2
267,96.0,56.0,38.0,26.0,23.0,5.0,2
268,90.0,52.0,10.0,17.0,12.0,5.0,2
269,94.0,45.0,20.0,16.0,12.0,5.0,2
270,99.0,42.0,14.0,21.0,49.0,5.0,2
271,93.0,102.0,47.0,23.0,37.0,5.0,2
272,94.0,71.0,25.0,26.0,31.0,5.0,2
273,92.0,73.0,33.0,34.0,115.0,5.0,2
274,87.0,54.0,41.0,29.0,23.0,6.0,1
275,92.0,67.0,15.0,14.0,14.0,6.0,1
276,98.0,101.0,31.0,26.0,32.0,6.0,1
277,92.0,53.0,51.0,33.0,92.0,6.0,1
278,97.0,94.0,43.0,43.0,82.0,6.0,1
279,93.0,43.0,11.0,16.0,54.0,6.0,1
280,93.0,68.0,24.0,18.0,19.0,6.0,1
281,95.0,36.0,38.0,19.0,15.0,6.0,1
282,99.0,86.0,58.0,42.0,203.0,6.0,1
283,98.0,66.0,103.0,57.0,114.0,6.0,1
284,92.0,80.0,10.0,26.0,20.0,6.0,1
285,96.0,74.0,27.0,25.0,43.0,6.0,2
286,86.0,109.0,16.0,22.0,28.0,6.0,2
287,91.0,46.0,30.0,24.0,39.0,7.0,2
288,102.0,82.0,34.0,78.0,203.0,7.0,2
289,85.0,50.0,12.0,18.0,14.0,7.0,2
290,91.0,57.0,33.0,23.0,12.0,8.0,1
291,91.0,52.0,76.0,32.0,24.0,8.0,1
292,93.0,70.0,46.0,30.0,33.0,8.0,1
293,87.0,55.0,36.0,19.0,25.0,8.0,1
294,98.0,123.0,28.0,24.0,31.0,8.0,1
295,82.0,55.0,18.0,23.0,44.0,8.0,2
296,95.0,73.0,20.0,25.0,225.0,8.0,2
297,97.0,80.0,17.0,20.0,53.0,8.0,2
298,100.0,83.0,25.0,24.0,28.0,8.0,2
299,88.0,91.0,56.0,35.0,126.0,9.0,2
300,91.0,138.0,45.0,21.0,48.0,10.0,1
301,92.0,41.0,37.0,22.0,37.0,10.0,1
302,86.0,123.0,20.0,25.0,23.0,10.0,2
303,87.0,87.0,15.0,23.0,11.0,10.0,2
304,87.0,56.0,52.0,43.0,55.0,10.0,2
305,99.0,75.0,26.0,24.0,41.0,12.0,1
306,96.0,69.0,53.0,43.0,203.0,12.0,2
307,98.0,77.0,55.0,35.0,89.0,15.0,1
308,91.0,68.0,27.0,26.0,14.0,16.0,1
309,98.0,99.0,57.0,45.0,65.0,20.0,1
310,87.0,70.0,12.0,28.0,10.0,0.0,2
311,90.0,64.0,61.0,32.0,13.0,0.5,1
312,90.0,60.0,23.0,27.0,5.0,0.5,1
313,96.0,68.0,18.0,19.0,19.0,0.5,1
314,84.0,80.0,47.0,33.0,97.0,0.5,1
315,91.0,57.0,31.0,23.0,42.0,0.5,1
316,79.0,39.0,14.0,19.0,9.0,0.5,2
317,83.0,40.0,29.0,25.0,38.0,0.5,2
318,92.0,60.0,30.0,27.0,297.0,2.0,2
319,84.0,83.0,20.0,25.0,7.0,3.0,1
320,99.0,69.0,45.0,32.0,30.0,3.0,1
321,92.0,75.0,26.0,26.0,24.0,3.0,2
322,90.0,96.0,34.0,49.0,169.0,4.0,2
323,89.0,90.0,15.0,17.0,25.0,4.0,2
324,90.0,67.0,10.0,16.0,16.0,4.0,2
325,92.0,62.0,20.0,23.0,20.0,6.0,1
326,91.0,63.0,25.0,26.0,15.0,6.0,1
327,90.0,63.0,12.0,26.0,21.0,6.0,2
328,91.0,74.0,87.0,50.0,67.0,6.0,2
329,92.0,87.0,57.0,25.0,44.0,6.0,2
330,90.0,72.0,17.0,19.0,19.0,6.0,2
331,93.0,77.0,39.0,37.0,108.0,16.0,1
332,97.0,62.0,17.0,13.0,5.0,0.5,1
333,90.0,87.0,19.0,25.0,19.0,0.5,1
334,89.0,101.0,27.0,34.0,14.0,0.5,1
335,88.0,81.0,41.0,27.0,36.0,0.5,2
336,83.0,68.0,17.0,20.0,71.0,0.5,2
337,83.0,78.0,31.0,19.0,115.0,1.0,2
338,86.0,44.0,24.0,15.0,18.0,2.0,1
339,82.0,72.0,31.0,20.0,84.0,3.0,2
340,91.0,54.0,25.0,22.0,35.0,4.0,1
341,89.0,48.0,32.0,22.0,14.0,4.0,2
342,85.0,52.0,22.0,23.0,34.0,4.0,2
343,95.0,93.0,21.0,27.0,47.0,6.0,2
344,91.0,93.0,35.0,34.0,37.0,10.0,2
