,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
27,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
28,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
29,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4
30,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,7
31,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,2
32,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
33,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
34,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3
35,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1
36,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
37,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1
38,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
39,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4
40,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7
41,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,2
42,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2
43,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
44,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
45,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,1
46,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
47,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
48,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
49,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,7
50,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2
51,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2
52,0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,6
53,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
54,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
55,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
56,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
57,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
58,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
59,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,7
60,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2
61,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
62,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
63,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6
64,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1
65,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3
66,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3
67,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3
68,0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,5
69,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
70,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1,1
71,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
72,1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,1
73,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
75,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
76,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2
77,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,1
78,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
79,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
80,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
82,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7
83,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2
84,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
85,1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,6
86,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
87,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,3
88,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5
89,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
90,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
91,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
92,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
93,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
94,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7
95,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
96,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
97,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
98,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
99,0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,5
100,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5
