,0,1,2,3,4
88,5.1,2.5,3.0,1.1,1
89,5.7,2.8,4.1,1.3,1
90,6.3,3.3,6.0,2.5,2
91,5.8,2.7,5.1,1.9,2
92,7.1,3.0,5.9,2.1,2
93,6.3,2.9,5.6,1.8,2
94,6.5,3.0,5.8,2.2,2
95,7.6,3.0,6.6,2.1,2
96,4.9,2.5,4.5,1.7,2
97,7.3,2.9,6.3,1.8,2
98,6.7,2.5,5.8,1.8,2
99,7.2,3.6,6.1,2.5,2
100,6.5,3.2,5.1,2.0,2
101,6.4,2.7,5.3,1.9,2
102,6.8,3.0,5.5,2.1,2
103,5.7,2.5,5.0,2.0,2
104,5.8,2.8,5.1,2.4,2
105,6.4,3.2,5.3,2.3,2
106,7.7,3.8,6.7,2.2,2
107,5.6,2.8,4.9,2.0,2
108,7.7,2.8,6.7,2.0,2
109,6.3,2.7,4.9,1.8,2
110,6.7,3.3,5.7,2.1,2
111,7.2,3.2,6.0,1.8,2
112,6.1,3.0,4.9,1.8,2
113,6.4,2.8,5.6,2.1,2
114,7.2,3.0,5.8,1.6,2
115,7.4,2.8,6.1,1.9,2
116,7.9,3.8,6.4,2.0,2
117,6.4,2.8,5.6,2.2,2
118,6.3,2.8,5.1,1.5,2
119,6.1,2.6,5.6,1.4,2
120,7.7,3.0,6.1,2.3,2
121,6.3,3.4,5.6,2.4,2
122,6.4,3.1,5.5,1.8,2
123,6.0,3.0,4.8,1.8,2
124,6.9,3.1,5.4,2.1,2
125,6.7,3.1,5.6,2.4,2
126,6.9,3.1,5.1,2.3,2
127,5.8,2.7,5.1,1.9,2
128,6.8,3.2,5.9,2.3,2
129,6.7,3.3,5.7,2.5,2
130,6.7,3.0,5.2,2.3,2
131,6.3,2.5,5.0,1.9,2
132,6.5,3.0,5.2,2.0,2
133,6.2,3.4,5.4,2.3,2
134,5.9,3.0,5.1,1.8,2
135,4.7,3.2,1.3,0.2,0
136,4.9,3.1,1.5,0.1,0
137,5.8,4.0,1.2,0.2,0
138,4.4,3.2,1.3,0.2,0
139,5.0,3.5,1.6,0.6,0
140,6.5,2.8,4.6,1.5,1
141,6.6,2.9,4.6,1.3,1
142,6.8,2.8,4.8,1.4,1
143,6.0,2.9,4.5,1.5,1
144,6.0,3.4,4.5,1.6,1
145,6.5,3.0,5.5,1.8,2
146,7.7,2.6,6.9,2.3,2
147,6.0,2.2,5.0,1.5,2
148,6.9,3.2,5.7,2.3,2
149,6.2,2.8,4.8,1.8,2
